map_id,node_id,geom
geo,0008b767-958c-4468-98a5-19c505473dac,0101000020E6100000DC378D63D4B85EC01DCA3E04979E4840
geo,0009a98a-dded-47f3-bd96-c23468fb8e7f,0101000020E61000006D3091188EB45EC0A4C3CEAB6EA34840
geo,0017ac8a-acf9-46a6-83fc-db9f63685d1c,0101000020E6100000122F4FB500C55EC02F3C20A019A24840
geo,001a171b-ad6b-4eeb-8dcc-b3d894c3925d,0101000020E6100000173E441039B95EC060142820719B4840
geo,00305b2b-ed16-4ea1-9062-5e36efdf440a,0101000020E6100000A79EDEB361BB5EC0D64F45A08EA04840
geo,00307a79-f114-477b-8ce3-4d235ed578df,0101000020E61000003B03B236ADC35EC08657A354DD9F4840
geo,0030a1e6-c965-4c21-b3b4-09df7a91a31d,0101000020E61000002BBF15ABBDBB5EC0E81F53808EA04840
geo,00462353-f6cf-407e-8cab-cf83b9c555c7,0101000020E61000003511F30F94B85EC02E8FAD4A529D4840
geo,004d33c5-170d-40f9-86f8-7eb1d8e0f14c,0101000020E610000082EE09A043C25EC0886F0F9AB39E4840
geo,004e5d53-e470-4106-977c-b0db7f6f9a98,0101000020E6100000C6B9D87C92B65EC0A147471B96A34840
geo,004e8fad-160e-42d0-a7c4-ec63375b3cbb,0101000020E6100000BA4A77D759BD5EC092C4DCFF119A4840
geo,0059fa32-c4c4-4662-ae37-76ce4fd66e75,0101000020E61000004834A45046BD5EC03E745F08689A4840
geo,0073d4f5-e567-48ff-bae3-6c7aaaaf04a6,0101000020E6100000E04918AF6BC75EC091CCFFDA45A44840
geo,00742087-f791-4a52-82c1-8edc3e22e6e7,0101000020E61000001DD9A6C229B45EC09FC5F76A6CA34840
geo,00857331-9138-4fe9-a25c-e7b6dadf069f,0101000020E6100000DE66620EC3BE5EC00BC6EBE6DFA14840
geo,00931712-641d-44bd-ab1b-734c61a2b54b,0101000020E6100000CB933EE6D1B25EC06808639FE3A34840
geo,00972885-f566-4912-99d2-85fd575409af,0101000020E6100000A00A320C62B65EC0115F6CF193A34840
geo,00ad7dc6-5f06-4cf3-ad9a-b1ffac9c4701,0101000020E610000074F4A07AA8B45EC07B6DDDC470A34840
geo,00b09e08-f5a0-481d-a34a-18925fe27162,0101000020E61000000C1E5A3C1EB95EC0C629B8BE299C4840
geo,00b24991-7719-4c24-86ab-0ec17a363226,0101000020E6100000A392B7949FBB5EC0437E3AFF119A4840
geo,00b4d5bb-246a-4325-8784-22e90ee6d402,0101000020E6100000088CB4FE5DBD5EC0877163321F9A4840
geo,00ba1b18-308e-4bc3-932c-5c1ab77e1dbe,0101000020E6100000B300C1159BBF5EC0D8B30616519C4840
geo,00c491c9-b192-47ba-874d-1857326befdb,0101000020E61000008CA19C6857B45EC044296BE56FA34840
geo,00c898b1-9053-4b33-a83f-29f3a884a2c4,0101000020E6100000D623E9CD47C45EC0D7D89DE773A04840
geo,00d56e85-2845-4e37-a3b1-c0f1a4eb6125,0101000020E61000000F5E4A6626B45EC0569718A06AA34840
geo,00df61cd-c58b-4d4f-bd57-95359de76fa9,0101000020E6100000B0982587A4B85EC0D5AC44F808A24840
geo,00f67395-06a8-4c6c-8d61-e0c09420888e,0101000020E61000004CDEAD8380B45EC0BE50E75D6BA34840
geo,01035aec-0e5d-4d5a-93d0-c7587c1b15cc,0101000020E6100000971EB4DE56BB5EC005EC4922F3994840
geo,01180444-717e-4a5b-8a67-c1ede68a3054,0101000020E61000007EF9B0EB4FBD5EC027E9AF8B4E9A4840
geo,01240e47-2c10-4572-aede-a1b4f08d553f,0101000020E6100000C586CFE928B95EC0338110DE0FA14840
geo,01306c04-709d-453e-843e-60e0d7194707,0101000020E61000009A37E30834B95EC05C0DF8FB929B4840
geo,013dcc8c-e085-4e7d-b3ad-70c5fd071ca7,0101000020E6100000606E73FAFDB85EC069FF4D3B65A14840
geo,0143ebb3-7a73-43ff-8e5e-d89c2064d6ac,0101000020E61000005669D1DA77C05EC0D70F9E8E1DA24840
geo,01440bf8-93c1-461b-82fa-1fe1e4f48ab5,0101000020E6100000FD8E3F3406C45EC0E2DBEC5626A04840
geo,014bb5c1-9fa6-41eb-ae76-e2efeda4834e,0101000020E610000028999CDA19B95EC00E0176244D9C4840
geo,01656256-4e3e-4154-be89-c82e9250a513,0101000020E61000005ECD26EF5BBD5EC0D17F72560F9B4840
geo,0165c26f-e8eb-47c1-9428-0deece058bbe,0101000020E610000021776E998EC05EC0BA67E0A02F9D4840
geo,01678f38-5fa6-4d88-bf4e-b91333d18439,0101000020E610000095641D8E2EBD5EC0DAA8F34D3F9A4840
geo,01754c93-f8de-4107-8a04-0290dd4489d9,0101000020E6100000A6448186ABB45EC00B652DE66CA34840
geo,017ec5f1-aea0-4b31-a770-469a104cd062,0101000020E610000053E0AEA852B35EC0D63E0AC438A34840
geo,0180ea5d-1c4d-44f3-963d-095f520c4b22,0101000020E6100000AE05BDEAE4B45EC01653EF9A72A34840
geo,0184fed9-e3f3-4382-8832-5664c90c529b,0101000020E610000028E4FB5ECFBF5EC0E18A309D12A24840
geo,0188c2ae-6f73-410d-b1e5-8cf58ae26ec9,0101000020E61000006A09335803BA5EC0D7F679B0319A4840
geo,01929387-acc2-4987-986a-c1feeac0a9b6,0101000020E61000000174BA4855B65EC0E719A16795A34840
geo,01967dcc-2015-4bbd-a9f2-2391a0d3e908,0101000020E6100000B3143441FAC15EC0DCFD57AF769E4840
geo,01991755-9558-44f5-aa3c-99765d365ce0,0101000020E6100000AF241C8624B95EC03BEB5671319F4840
geo,01a1f722-9201-4fdf-9bd8-975e4358d219,0101000020E6100000AB7BBA1B9AB75EC0BAC6B6AE459A4840
geo,01af7c48-0ef7-476b-bc42-d323633a0a8d,0101000020E61000006880097626B75EC00E146EF6809A4840
geo,01bb5841-68b8-4308-be24-63895e2b45e2,0101000020E6100000E1DFC36845BC5EC00AF2D491C6994840
geo,01cb9426-4b47-4dbb-9702-499a06d222bb,0101000020E610000027F5D3141DBC5EC047381F5DE4994840
geo,01d97932-11b1-411c-a898-ee140200960b,0101000020E61000001554AEF2D8BA5EC025B3384675A04840
geo,01eabb4b-a2e6-47c9-bac7-337291d6992e,0101000020E6100000075A3C889CB85EC0692352D7549E4840
geo,01f30b36-6a5e-48f5-8413-ea4d7105d0a3,0101000020E6100000D19003C08CB85EC054B8F72227A24840
geo,01f50f2d-e95b-4b22-aa5d-4120d8181f87,0101000020E6100000EBFDC39AD0B45EC026EB5E6B6EA34840
geo,0200ea3d-62ff-494a-a0a9-ab27a2d9d787,0101000020E61000009A82EEC235BC5EC031D98E679DA04840
geo,02113c74-ca34-4fe5-a46c-0ec1149ac3d8,0101000020E61000009763E8F9DDB55EC0DDA5C9C43D974840
geo,021450c4-7c0b-4499-94b0-986e78b5ea5e,0101000020E6100000826B427D26BD5EC0B1680D5416A14840
geo,02158692-b086-492e-b9a7-596e752e1de9,0101000020E61000003656629E95BE5EC07CB207FFC7A14840
geo,02361af4-9390-4ce5-850d-1979dade243e,0101000020E6100000CEC9458444C15EC09AD05670D49D4840
geo,023a261b-a195-4300-a381-7c9cb8aa183e,0101000020E6100000285745C202C15EC006CD51F8999D4840
geo,023eb5be-5244-4a2c-8b7c-307aec0c9ad8,0101000020E6100000EC0F1CAB30B45EC08717D25A6CA34840
geo,024622b1-5f58-4605-adb9-eea590dada06,0101000020E610000005DE1F0DA5BC5EC0BB94DF5FA8994840
geo,0246c2a3-2e1a-40b3-9727-ab163662e417,0101000020E6100000167702A9AEC45EC0AFA1153DD4A14840
geo,024b8fd4-381f-4423-89d8-34665c644101,0101000020E6100000674A9CB37FC45EC0E6A322EEC5A14840
geo,0261e35a-ea4e-461c-bf66-ba5cea399bdf,0101000020E610000022082E080AC05EC0105A0EEAB09C4840
geo,0272fb01-4bfd-4a83-940d-646597c1369d,0101000020E61000002AC8F01D1BB85EC048508AA4D2A24840
geo,0280b409-42cd-4b96-994b-4a99c00d71c9,0101000020E6100000B73245DD45B95EC05158F1AEAC9F4840
geo,02a27ec5-fa22-4b4e-ab22-1c5930510d66,0101000020E6100000CF2892C324BD5EC0B1BDE5FB8C9A4840
geo,02b8cb27-76ff-4298-abd1-21f48b96eaf2,0101000020E610000014613ABF36BD5EC09C41D79C889A4840
geo,02d91cdb-3950-4da5-8d9b-54aa659123e6,0101000020E6100000EF0C8DF5EEBA5EC0C2EC6757A5994840
geo,02e39065-b91c-4ba8-a8e7-cc168e234831,0101000020E6100000DD0BF1E3C8BB5EC017A164D48EA04840
geo,02e9fff4-709b-4d70-bdc6-434c563a7ab9,0101000020E610000063A568877AB85EC0501A04479E9D4840
geo,02fabf49-896a-4c72-81e2-90db89d358de,0101000020E61000006F9D7FC6FEC05EC01F4F36DCA1A14840
geo,02fcd1ab-2a8b-4fd9-9fdb-c1f552de9d18,0101000020E610000060B408E398C05EC03521D8C6379D4840
geo,030309d4-7d4b-4577-a3e9-d76885c9e96d,0101000020E61000000F7578981ABD5EC0DEB39530409A4840
geo,0303102d-a68f-4b11-94c7-abfcf2824c4e,0101000020E6100000196E38604BBC5EC0D14C43D6A1A04840
geo,03035a7f-837c-4df4-be94-16a4dffba8da,0101000020E61000007502748D30B75EC0171F53DF7C9A4840
geo,03042a2e-4901-40ef-95ee-50c4ed8c0576,0101000020E6100000679D34F58FC25EC0159EDDC5F19E4840
geo,0311ed2f-0d82-4837-ae90-c26405ed19b6,0101000020E61000009BBEE83C74B75EC0CF8D44C3BDA34840
geo,0319da38-1a9d-441b-b391-2e934ca2b8d3,0101000020E6100000E44F59F68EBD5EC07C945E0B7D9B4840
geo,031b0ed7-37ad-4869-9ed6-df22b8a90cc5,0101000020E6100000B2D7ACEFD4C15EC090586E40569E4840
geo,0339eb3b-abda-4e42-a96e-9fdd64e58ac1,0101000020E61000007FBC48B627B95EC09F72B622ACA04840
geo,0350ba24-6ffb-4b8d-973f-e285d10647a7,0101000020E610000070B08E19F2C55EC09499D862C4A24840
geo,03612e09-e30e-4b59-bbea-2fa5601bb58e,0101000020E6100000FF59F1829ABD5EC0007371C9809B4840
geo,036e958c-00de-4e8e-aca0-b170d53c2d5d,0101000020E6100000EF3F3E5744B65EC0CEA750F651984840
geo,0385efc1-73c9-4ec0-8f37-2e3d6ab57cd6,0101000020E61000002E3B725D47C35EC018E54184889F4840
geo,039a30d7-3d5b-4bb5-859b-69da34847fb8,0101000020E6100000135A453342B95EC0A6377756A99F4840
geo,039faa6f-11f3-44a5-8083-a78dbc7b0e06,0101000020E6100000F782DA7171BF5EC0115A2B26409C4840
geo,03b4eed6-1d59-4800-963e-1fcf6ecc2c4c,0101000020E61000008B8E152B49B95EC0ADF4515AB09F4840
geo,03ba62a9-295d-41d2-b63c-71cb9004f3b8,0101000020E6100000FEFDBD21A8C15EC051CBA93D2B9E4840
geo,03bba25e-0817-4014-8254-c2da4edb47b6,0101000020E6100000816CAC569BC05EC002426A7719A24840
geo,03bceb45-fdc5-48e3-aa5a-423376bda9db,0101000020E6100000508928466CC45EC09A9F2739DEA04840
geo,03c2cc57-bf65-4c1f-9c3d-e4c0a40f084a,0101000020E610000061CCF9A263B65EC0CC83892897A34840
geo,03c79d9a-f6b8-48fb-8537-0c4c8c909a13,0101000020E61000003C3631BF4EBD5EC04F50C6BD2E9A4840
geo,03c7ba10-d62b-4351-8984-0d8b49365900,0101000020E6100000ABABA66301C25EC0AAD70A7B7C9E4840
geo,03ca8e2d-8502-4344-8422-c58a855d25b8,0101000020E61000004EFB60FAB9BE5EC0CD0512A5F49B4840
geo,03e873ae-c8cc-41cd-8980-c21a07e43109,0101000020E61000007C5AEAF370BA5EC0AF907D05C0994840
geo,03f40538-0c0a-45df-910f-d9aab3701593,0101000020E610000047372EE68BC65EC05244EB4417A34840
geo,040133e8-669c-43c2-95f6-e9a1d5e97539,0101000020E610000016ABE46924B95EC0B6BEC6D0289F4840
geo,0406cdb8-28a1-4a11-98ba-9ab554cae70f,0101000020E61000000A8A83ECA3C45EC0EE79E52CDBA14840
geo,041327b2-c708-4572-b5e2-a78b0408387c,0101000020E6100000DC78BD7782BE5EC01067E049BAA14840
geo,0413b690-c9c8-4f3a-8743-bd824e606eaa,0101000020E61000004045619569BD5EC0B2E394E5369B4840
geo,0417b11d-df11-4893-a13b-666ea28f4cc7,0101000020E6100000EBAD98E64DBF5EC0A71E0EB7E8A14840
geo,04180d93-d05b-4c6e-863b-061ef7cddb8b,0101000020E6100000D497C80A40BB5EC043AE165D8DA04840
geo,04268435-c962-497b-99fc-b8aa1688c040,0101000020E61000006B60DA336FB65EC015B9469167994840
geo,04272983-9052-45c4-9d21-07509b05718f,0101000020E6100000111C24490EB95EC00BE25E26859C4840
geo,042c6cc9-9c40-4ecb-9831-fe8dfb02836a,0101000020E61000006238F46245BB5EC0C2BA7E7ADA994840
geo,0432bece-8911-42ef-816f-3b24beffa3c2,0101000020E6100000213E2087D4B75EC0FEAF7532309A4840
geo,043b817f-6a56-42e5-b7ae-d4af9e70efb0,0101000020E61000009AFA72D09DB95EC083290C9DAE9A4840
geo,043c50af-869c-44ef-b645-f018b5f919d6,0101000020E6100000E27FE0C585C65EC060AC547700A34840
geo,044f5fc6-b431-492c-9af5-c52dcbf52fbb,0101000020E610000051DFD9053AB85EC087FD29DA199A4840
geo,0452ec01-f9fd-44cd-a469-8256e751a706,0101000020E6100000211B35B76EC25EC054FD7ADF42A14840
geo,0465684b-b3c3-4d35-825c-888a744049c2,0101000020E610000002D8F97B30C25EC0332B439DA49E4840
geo,046f6750-a5fe-4731-ae56-76c5640fcd7e,0101000020E6100000B94ECD3B76B45EC03357A8FB6FA34840
geo,04701644-df3e-44a7-a167-3c43b3e58609,0101000020E6100000CD1B6F2C95B75EC0D4707337489A4840
geo,047ca32d-afe2-42e5-b4cd-10f2b538dcde,0101000020E61000000D9D4FF2E5B85EC0646B7960A99E4840
geo,047e75b7-737f-4d35-91c2-a03d8d063678,0101000020E6100000DEA796B9DBBC5EC08C7A3814FEA04840
geo,04808f7d-7bc9-430f-af80-c990a056f70f,0101000020E6100000E4874A2366B45EC04B68DCE56CA34840
geo,048e9700-452a-40f3-b6cc-a0383b324e04,0101000020E610000030DA163D61BA5EC013C6725953A04840
geo,048fb5b1-9980-4d3f-9df2-b1979c908f3c,0101000020E6100000B4A371AC1BBD5EC089277E164C9A4840
geo,04960868-9c5d-41bc-87bd-01a91ad1ad0a,0101000020E6100000C65C330B63B65EC00033E57BC8984840
geo,049b4518-5aeb-4711-9e18-ebf61aa27e85,0101000020E61000001E610F3732B65EC0606D19FC86974840
geo,04a47368-5dc1-4fe2-9fda-92c9d66fe7b2,0101000020E6100000DC3FE726D5C45EC07977416CEDA14840
geo,04c5667c-2954-43be-a19f-27edd64a4949,0101000020E6100000BB50558948B75EC0CF3461FA709A4840
geo,04ca2dee-d84b-4751-b1b6-0f6fe4d76928,0101000020E6100000F3D1BFBD36B55EC0002641048CA34840
geo,04f54a92-35fe-4d7b-92f3-c609c1c9ba72,0101000020E6100000ED9D4B4D02BD5EC0A7715B984F9A4840
geo,04f8087e-dad5-4bab-9714-6d8f7cef5490,0101000020E61000005BBC35DC63B85EC0FF0BE83A62A24840
geo,0519ecfe-d5d5-4a87-b13d-e899495cdcea,0101000020E61000000E37F526CBBF5EC046C7DFF812A24840
geo,053085e5-a18c-4d3b-b9a1-1e447be65a9b,0101000020E61000000A890F4732BD5EC0D9603CDE3F9A4840
geo,0543512b-f968-4de0-942c-391a88e03317,0101000020E610000095F891765BBB5EC02B8A858EF9994840
geo,0562d54b-0991-4f53-aab2-b027234deb9d,0101000020E61000008963C52181B65EC0E80252FEF7994840
geo,058da3fb-6d70-4c53-b9df-85af734a4b76,0101000020E61000003172992D7CB85EC03E0600C7099A4840
geo,058e8831-01a3-439e-b837-60b3efe8feb3,0101000020E6100000BB97C7014EC15EC093D1D19BDC9D4840
geo,059e3595-b14e-45d7-809f-b72c2fe2f2d4,0101000020E6100000E9DCC111BAB25EC05041E8815AA44840
geo,05a0f82e-c941-4fca-be73-6438957eca7f,0101000020E61000005DB80D8764BC5EC0A96E3640B0A04840
geo,05af8fc5-bb2b-484e-82e4-4dc82318e356,0101000020E6100000573D4F4A2BBD5EC0AA4E8C2C2F9A4840
geo,05b1970a-d835-426b-b082-32c8ce991ef0,0101000020E61000002BF6A2B8DEC05EC0A7FA14C3759D4840
geo,05b4b67f-bd45-49bb-b75c-f5306ecb04db,0101000020E61000006FDF687008C15EC03163D65F9AA14840
geo,05c3e417-5d39-4378-aa11-0fa5c3500761,0101000020E61000002EE508C0E0BC5EC0EEABAA528B994840
geo,05cdd366-12a6-45cb-bb7b-6ea8505d54cd,0101000020E610000028D38CE92EB75EC0EED45075AEA34840
geo,05dd9f93-bbee-48f2-84af-4e150e0448c1,0101000020E610000019B5E5C57AB95EC08755F27EF29A4840
geo,05e73751-aa0a-4bb4-983b-850320972155,0101000020E6100000FEA171E0BFBD5EC0CCABE01A839B4840
