track_node,osm_node,notes
73941620-d822-4736-830b-391aa0f921ba,node/7569445028,STS
ae6ead41-9f0e-4107-b402-e154c824f040,node/7569445027,STO
cd2300cf-7867-4436-86cf-42a9f17428c5,node/8573220558,S12
fc345479-a5da-41ef-af59-c73eea1a5ff5,node/5712856649,S11
